SampleDate,ResultValue,PWSName,Contaminant
2023-01-01,37.79270263330763,Site_A,PFOA
2023-01-02,48.06991179119561,Site_A,PFOA
2023-01-03,7.7524613243416205,Site_A,PFOA
2023-01-04,14.115825346953299,Site_A,PFOA
2023-01-05,25.274732302315012,Site_A,PFOA
2023-01-06,7.73120022398288,Site_A,PFOA
2023-01-07,33.09563851187878,Site_A,PFOA
2023-01-08,27.188936593735068,Site_A,PFOA
2023-01-09,45.033386072205346,Site_A,PFOA
2023-01-10,48.878861417643776,Site_A,PFOA
2023-01-11,6.072078015401413,Site_A,PFOA
2023-01-12,44.424109908879366,Site_A,PFOA
2023-01-13,42.32427137115548,Site_A,PFOA
2023-01-14,45.75603088811681,Site_A,PFOA
2023-01-15,47.80493233590443,Site_A,PFOA
2023-01-16,15.455802304651638,Site_A,PFOA
2023-01-17,39.97806563920088,Site_A,PFOA
2023-01-18,39.26957296861856,Site_A,PFOA
2023-01-19,15.405217949308875,Site_A,PFOA
2023-01-20,18.88539030538322,Site_A,PFOA
2023-01-21,25.86323483604328,Site_A,PFOA
2023-01-22,32.10304526289616,Site_A,PFOA
2023-01-23,22.831510971709857,Site_A,PFOA
2023-01-24,45.22255865274668,Site_A,PFOA
2023-01-25,38.13945853132146,Site_A,PFOA
2023-01-26,8.484436386731847,Site_A,PFOA
2023-01-27,20.49858942006553,Site_A,PFOA
2023-01-28,48.1316896148099,Site_A,PFOA
2023-01-29,28.326041115315817,Site_A,PFOA
2023-01-30,44.29107638404884,Site_A,PFOA
2023-01-31,22.28502449407561,Site_A,PFOA
2023-02-01,22.47484628797702,Site_A,PFOA
2023-02-02,38.65625362330743,Site_A,PFOA
2023-02-03,17.891948266386088,Site_A,PFOA
2023-02-04,6.624323681583239,Site_A,PFOA
2023-02-05,32.99183147781012,Site_A,PFOA
2023-02-06,7.529805855004523,Site_A,PFOA
2023-02-07,27.43629444233382,Site_A,PFOA
2023-02-08,11.59199567093353,Site_A,PFOA
2023-02-09,44.435574354375056,Site_A,PFOA
2023-02-10,18.492673495133868,Site_A,PFOA
2023-02-11,18.8693641495709,Site_A,PFOA
2023-02-12,13.50244971567776,Site_A,PFOA
2023-02-13,24.38547008189976,Site_A,PFOA
2023-02-14,45.181451103838235,Site_A,PFOA
2023-02-15,26.997843176478355,Site_A,PFOA
2023-02-16,17.060313573554872,Site_A,PFOA
2023-02-17,41.25202034424574,Site_A,PFOA
2023-02-18,34.13592028415711,Site_A,PFOA
2023-02-19,15.893072856993673,Site_A,PFOA
2023-02-20,7.865966954188319,Site_A,PFOA
2023-02-21,29.424089604974686,Site_A,PFOA
2023-02-22,6.204476500949946,Site_A,PFOA
2023-02-23,41.347052307296806,Site_A,PFOA
2023-02-24,26.82091081372858,Site_A,PFOA
2023-02-25,43.70230693496159,Site_A,PFOA
2023-02-26,6.025593447561672,Site_A,PFOA
2023-02-27,47.82670026807485,Site_A,PFOA
2023-02-28,47.960680640288665,Site_A,PFOA
2023-03-01,9.25616075028192,Site_A,PFOA
2023-01-01,44.01415615144917,Site_B,PFOS
2023-01-02,33.77747585093452,Site_B,PFOS
2023-01-03,45.41427099060599,Site_B,PFOS
2023-01-04,19.286223422761893,Site_B,PFOS
2023-01-05,26.46426171988092,Site_B,PFOS
2023-01-06,28.925011072918124,Site_B,PFOS
2023-01-07,16.27818010459177,Site_B,PFOS
2023-01-08,27.89921199646299,Site_B,PFOS
2023-01-09,10.886979329979322,Site_B,PFOS
2023-01-10,15.425030776172372,Site_B,PFOS
2023-01-11,6.1109600161037205,Site_B,PFOS
2023-01-12,20.503842463686134,Site_B,PFOS
2023-01-13,21.167813338354783,Site_B,PFOS
2023-01-14,21.707191033141093,Site_B,PFOS
2023-01-15,35.5906091725393,Site_B,PFOS
2023-01-16,46.6434307872114,Site_B,PFOS
2023-01-17,26.423422307202827,Site_B,PFOS
2023-01-18,6.961435226017558,Site_B,PFOS
2023-01-19,5.302936081680254,Site_B,PFOS
2023-01-20,21.61335498144043,Site_B,PFOS
2023-01-21,28.95886552742447,Site_B,PFOS
2023-01-22,27.71788681849101,Site_B,PFOS
2023-01-23,46.778320878364426,Site_B,PFOS
2023-01-24,14.649732126690202,Site_B,PFOS
2023-01-25,33.28941670842926,Site_B,PFOS
2023-01-26,8.178270064965812,Site_B,PFOS
2023-01-27,32.35118737782862,Site_B,PFOS
2023-01-28,5.97350476670303,Site_B,PFOS
2023-01-29,27.683921294007007,Site_B,PFOS
2023-01-30,33.128409327434824,Site_B,PFOS
2023-01-31,27.189331074894294,Site_B,PFOS
2023-02-01,46.677625949218644,Site_B,PFOS
2023-02-02,11.981580946350647,Site_B,PFOS
2023-02-03,27.408558171525257,Site_B,PFOS
2023-02-04,32.944281730772275,Site_B,PFOS
2023-02-05,6.5039660348735495,Site_B,PFOS
2023-02-06,48.63806901372546,Site_B,PFOS
2023-02-07,28.797808695960576,Site_B,PFOS
2023-02-08,18.952250669548285,Site_B,PFOS
2023-02-09,24.160142073883218,Site_B,PFOS
2023-02-10,26.3092794460229,Site_B,PFOS
2023-02-11,25.70083301292478,Site_B,PFOS
2023-02-12,39.88994027187098,Site_B,PFOS
2023-02-13,26.974145827001625,Site_B,PFOS
2023-02-14,26.063763347736543,Site_B,PFOS
2023-02-15,26.38921566429976,Site_B,PFOS
2023-02-16,29.34207353292138,Site_B,PFOS
2023-02-17,29.413047064070042,Site_B,PFOS
2023-02-18,34.9360496317205,Site_B,PFOS
2023-02-19,31.489849241219545,Site_B,PFOS
2023-02-20,43.917461849719245,Site_B,PFOS
2023-02-21,45.02400117424826,Site_B,PFOS
2023-02-22,11.32543296904618,Site_B,PFOS
2023-02-23,11.628758844049624,Site_B,PFOS
2023-02-24,7.418340825986951,Site_B,PFOS
2023-02-25,12.759469282628194,Site_B,PFOS
2023-02-26,12.735410549655022,Site_B,PFOS
2023-02-27,40.65742032258412,Site_B,PFOS
2023-02-28,24.009300106364055,Site_B,PFOS
2023-03-01,19.708322679381055,Site_B,PFOS
