timestamp,concentration_ppt,signal_mV,temperature_C,pH,flow_rate_Ls,site,compound,concentration_calibrated
2016-02-11 00:00:00,18.8,33.6,18.7,7.3,3.4,Site_A,PFOA,18.8
2016-02-11 01:00:00,18.79968487394958,33.59936974789916,18.703011204481793,7.299929971988795,3.3998249299719885,Site_A,PFOA,18.79968487394958
2016-02-11 02:00:00,18.79936974789916,33.59873949579832,18.706022408963584,7.299859943977591,3.3996498599439775,Site_A,PFOA,18.79936974789916
2016-02-11 03:00:00,18.79905462184874,33.59810924369748,18.709033613445378,7.299789915966386,3.399474789915966,Site_A,PFOA,18.79905462184874
2016-02-11 04:00:00,18.79873949579832,33.59747899159664,18.712044817927172,7.299719887955182,3.399299719887955,Site_A,PFOA,18.79873949579832
2016-02-11 05:00:00,18.7984243697479,33.5968487394958,18.715056022408962,7.299649859943977,3.3991246498599437,Site_A,PFOA,18.7984243697479
2016-02-11 06:00:00,18.79810924369748,33.59621848739496,18.718067226890756,7.299579831932773,3.3989495798319327,Site_A,PFOA,18.79810924369748
2016-02-11 07:00:00,18.797794117647058,33.595588235294116,18.721078431372547,7.299509803921568,3.3987745098039213,Site_A,PFOA,18.797794117647058
2016-02-11 08:00:00,18.797478991596638,33.594957983193275,18.72408963585434,7.299439775910364,3.3985994397759103,Site_A,PFOA,18.797478991596638
2016-02-11 09:00:00,18.79716386554622,33.59432773109244,18.727100840336135,7.299369747899159,3.398424369747899,Site_A,PFOA,18.79716386554622
2016-02-11 10:00:00,18.7968487394958,33.5936974789916,18.730112044817925,7.299299719887955,3.398249299719888,Site_A,PFOA,18.7968487394958
2016-02-11 11:00:00,18.79653361344538,33.59306722689076,18.73312324929972,7.29922969187675,3.3980742296918764,Site_A,PFOA,18.79653361344538
2016-02-11 12:00:00,18.79621848739496,33.59243697478992,18.736134453781514,7.299159663865546,3.3978991596638655,Site_A,PFOA,18.79621848739496
2016-02-11 13:00:00,18.79590336134454,33.59180672268908,18.739145658263304,7.299089635854341,3.397724089635854,Site_A,PFOA,18.79590336134454
2016-02-11 14:00:00,18.79558823529412,33.59117647058824,18.742156862745098,7.299019607843137,3.397549019607843,Site_A,PFOA,18.79558823529412
2016-02-11 15:00:00,18.7952731092437,33.5905462184874,18.74516806722689,7.298949579831932,3.3973739495798316,Site_A,PFOA,18.7952731092437
2016-02-11 16:00:00,18.794957983193278,33.589915966386556,18.748179271708683,7.298879551820728,3.3971988795518206,Site_A,PFOA,18.794957983193278
2016-02-11 17:00:00,18.794642857142858,33.589285714285715,18.751190476190477,7.298809523809523,3.3970238095238092,Site_A,PFOA,18.794642857142858
2016-02-11 18:00:00,18.794327731092437,33.588655462184875,18.754201680672267,7.298739495798319,3.3968487394957982,Site_A,PFOA,18.794327731092437
2016-02-11 19:00:00,18.794012605042017,33.588025210084034,18.75721288515406,7.298669467787114,3.396673669467787,Site_A,PFOA,18.794012605042017
2016-02-11 20:00:00,18.793697478991596,33.58739495798319,18.760224089635855,7.29859943977591,3.396498599439776,Site_A,PFOA,18.793697478991596
2016-02-11 21:00:00,18.793382352941176,33.58676470588235,18.763235294117646,7.298529411764705,3.3963235294117644,Site_A,PFOA,18.793382352941176
2016-02-11 22:00:00,18.793067226890756,33.58613445378151,18.76624649859944,7.298459383753501,3.3961484593837534,Site_A,PFOA,18.793067226890756
2016-02-11 23:00:00,18.792752100840335,33.58550420168067,18.76925770308123,7.298389355742296,3.395973389355742,Site_A,PFOA,18.792752100840335
2016-02-12 00:00:00,18.792436974789915,33.58487394957983,18.772268907563024,7.298319327731092,3.395798319327731,Site_A,PFOA,18.792436974789915
2016-02-12 01:00:00,18.792121848739498,33.584243697478996,18.77528011204482,7.298249299719887,3.3956232492997196,Site_A,PFOA,18.792121848739498
2016-02-12 02:00:00,18.791806722689078,33.583613445378155,18.77829131652661,7.298179271708683,3.3954481792717086,Site_A,PFOA,18.791806722689078
2016-02-12 03:00:00,18.791491596638657,33.582983193277315,18.781302521008403,7.298109243697478,3.395273109243697,Site_A,PFOA,18.791491596638657
2016-02-12 04:00:00,18.791176470588237,33.582352941176474,18.784313725490197,7.298039215686274,3.395098039215686,Site_A,PFOA,18.791176470588237
2016-02-12 05:00:00,18.790861344537817,33.58172268907563,18.787324929971987,7.297969187675069,3.3949229691876748,Site_A,PFOA,18.790861344537817
2016-02-12 06:00:00,18.790546218487396,33.58109243697479,18.79033613445378,7.297899159663865,3.394747899159664,Site_A,PFOA,18.790546218487396
2016-02-12 07:00:00,18.790231092436976,33.58046218487395,18.793347338935572,7.2978291316526605,3.3945728291316524,Site_A,PFOA,18.790231092436976
2016-02-12 08:00:00,18.789915966386555,33.57983193277311,18.796358543417366,7.297759103641456,3.3943977591036414,Site_A,PFOA,18.789915966386555
2016-02-12 09:00:00,18.789600840336135,33.57920168067227,18.79936974789916,7.2976890756302515,3.39422268907563,Site_A,PFOA,18.789600840336135
2016-02-12 10:00:00,18.789285714285715,33.57857142857143,18.80238095238095,7.2976190476190474,3.394047619047619,Site_A,PFOA,18.789285714285715
2016-02-12 11:00:00,18.788970588235294,33.57794117647059,18.805392156862744,7.2975490196078425,3.3938725490196076,Site_A,PFOA,18.788970588235294
2016-02-12 12:00:00,18.788655462184874,33.57731092436975,18.80840336134454,7.2974789915966385,3.3936974789915966,Site_A,PFOA,18.788655462184874
2016-02-12 13:00:00,18.788340336134453,33.57668067226891,18.81141456582633,7.297408963585434,3.393522408963585,Site_A,PFOA,18.788340336134453
2016-02-12 14:00:00,18.788025210084033,33.576050420168066,18.814425770308123,7.2973389355742295,3.393347338935574,Site_A,PFOA,18.788025210084033
2016-02-12 15:00:00,18.787710084033613,33.575420168067225,18.817436974789914,7.297268907563025,3.3931722689075627,Site_A,PFOA,18.787710084033613
2016-02-12 16:00:00,18.787394957983192,33.574789915966385,18.820448179271708,7.297198879551821,3.3929971988795518,Site_A,PFOA,18.787394957983192
2016-02-12 17:00:00,18.787079831932775,33.57415966386555,18.8234593837535,7.297128851540616,3.3928221288515403,Site_A,PFOA,18.787079831932775
2016-02-12 18:00:00,18.786764705882355,33.57352941176471,18.826470588235292,7.297058823529412,3.3926470588235293,Site_A,PFOA,18.786764705882355
2016-02-12 19:00:00,18.786449579831935,33.57289915966387,18.829481792717086,7.296988795518207,3.392471988795518,Site_A,PFOA,18.786449579831935
2016-02-12 20:00:00,18.786134453781514,33.57226890756303,18.83249299719888,7.296918767507003,3.392296918767507,Site_A,PFOA,18.786134453781514
2016-02-12 21:00:00,18.785819327731094,33.57163865546219,18.83550420168067,7.296848739495798,3.3921218487394955,Site_A,PFOA,18.785819327731094
2016-02-12 22:00:00,18.785504201680673,33.57100840336135,18.838515406162465,7.296778711484594,3.3919467787114845,Site_A,PFOA,18.785504201680673
2016-02-12 23:00:00,18.785189075630253,33.570378151260506,18.84152661064426,7.296708683473389,3.391771708683473,Site_A,PFOA,18.785189075630253
2016-02-13 00:00:00,18.784873949579833,33.569747899159665,18.84453781512605,7.296638655462185,3.391596638655462,Site_A,PFOA,18.784873949579833
2016-02-13 01:00:00,18.784558823529412,33.569117647058825,18.847549019607843,7.29656862745098,3.3914215686274507,Site_A,PFOA,18.784558823529412
2016-02-13 02:00:00,18.784243697478992,33.568487394957984,18.850560224089634,7.296498599439776,3.3912464985994397,Site_A,PFOA,18.784243697478992
2016-02-13 03:00:00,18.78392857142857,33.56785714285714,18.853571428571428,7.296428571428571,3.3910714285714283,Site_A,PFOA,18.78392857142857
2016-02-13 04:00:00,18.78361344537815,33.5672268907563,18.856582633053222,7.296358543417367,3.3908963585434173,Site_A,PFOA,18.78361344537815
2016-02-13 05:00:00,18.78329831932773,33.56659663865546,18.859593837535012,7.296288515406162,3.390721288515406,Site_A,PFOA,18.78329831932773
2016-02-13 06:00:00,18.78298319327731,33.56596638655462,18.862605042016806,7.296218487394958,3.390546218487395,Site_A,PFOA,18.78298319327731
2016-02-13 07:00:00,18.78266806722689,33.56533613445378,18.8656162464986,7.296148459383753,3.3903711484593835,Site_A,PFOA,18.78266806722689
2016-02-13 08:00:00,18.78235294117647,33.56470588235294,18.86862745098039,7.296078431372549,3.3901960784313725,Site_A,PFOA,18.78235294117647
2016-02-13 09:00:00,18.782037815126053,33.564075630252105,18.871638655462185,7.296008403361344,3.390021008403361,Site_A,PFOA,18.782037815126053
2016-02-13 10:00:00,18.781722689075632,33.563445378151265,18.874649859943975,7.29593837535014,3.38984593837535,Site_A,PFOA,18.781722689075632
2016-02-13 11:00:00,18.781407563025212,33.562815126050424,18.87766106442577,7.295868347338935,3.3896708683473387,Site_A,PFOA,18.781407563025212
2016-02-13 12:00:00,18.78109243697479,33.56218487394958,18.880672268907563,7.295798319327731,3.3894957983193277,Site_A,PFOA,18.78109243697479
2016-02-13 13:00:00,18.78077731092437,33.56155462184874,18.883683473389354,7.295728291316526,3.3893207282913163,Site_A,PFOA,18.78077731092437
2016-02-13 14:00:00,18.78046218487395,33.5609243697479,18.886694677871148,7.295658263305322,3.3891456582633053,Site_A,PFOA,18.78046218487395
2016-02-13 15:00:00,18.78014705882353,33.56029411764706,18.889705882352942,7.295588235294117,3.388970588235294,Site_A,PFOA,18.78014705882353
2016-02-13 16:00:00,18.77983193277311,33.55966386554622,18.892717086834732,7.295518207282913,3.388795518207283,Site_A,PFOA,18.77983193277311
2016-02-13 17:00:00,18.77951680672269,33.55903361344538,18.895728291316527,7.295448179271708,3.3886204481792714,Site_A,PFOA,18.77951680672269
2016-02-13 18:00:00,18.77920168067227,33.55840336134454,18.898739495798317,7.295378151260504,3.3884453781512605,Site_A,PFOA,18.77920168067227
2016-02-13 19:00:00,18.77888655462185,33.5577731092437,18.90175070028011,7.295308123249299,3.388270308123249,Site_A,PFOA,18.77888655462185
2016-02-13 20:00:00,18.77857142857143,33.55714285714286,18.904761904761905,7.295238095238095,3.388095238095238,Site_A,PFOA,18.77857142857143
2016-02-13 21:00:00,18.778256302521008,33.556512605042016,18.907773109243696,7.29516806722689,3.3879201680672266,Site_A,PFOA,18.778256302521008
2016-02-13 22:00:00,18.777941176470588,33.555882352941175,18.91078431372549,7.295098039215686,3.3877450980392156,Site_A,PFOA,18.777941176470588
2016-02-13 23:00:00,18.777626050420167,33.555252100840335,18.913795518207284,7.295028011204481,3.387570028011204,Site_A,PFOA,18.777626050420167
2016-02-14 00:00:00,18.777310924369747,33.554621848739494,18.916806722689074,7.294957983193277,3.3873949579831932,Site_A,PFOA,18.777310924369747
2016-02-14 01:00:00,18.77699579831933,33.55399159663866,18.919817927170868,7.294887955182072,3.387219887955182,Site_A,PFOA,18.77699579831933
2016-02-14 02:00:00,18.77668067226891,33.55336134453782,18.92282913165266,7.294817927170868,3.387044817927171,Site_A,PFOA,18.77668067226891
2016-02-14 03:00:00,18.77636554621849,33.55273109243698,18.925840336134453,7.294747899159663,3.3868697478991594,Site_A,PFOA,18.77636554621849
2016-02-14 04:00:00,18.77605042016807,33.55210084033614,18.928851540616247,7.294677871148459,3.3866946778711484,Site_A,PFOA,18.77605042016807
2016-02-14 05:00:00,18.77573529411765,33.5514705882353,18.931862745098037,7.294607843137254,3.386519607843137,Site_A,PFOA,18.77573529411765
2016-02-14 06:00:00,18.775420168067228,33.550840336134456,18.93487394957983,7.29453781512605,3.386344537815126,Site_A,PFOA,18.775420168067228
2016-02-14 07:00:00,18.775105042016808,33.550210084033615,18.937885154061625,7.294467787114845,3.3861694677871146,Site_A,PFOA,18.775105042016808
2016-02-14 08:00:00,18.774789915966387,33.549579831932775,18.940896358543416,7.294397759103641,3.3859943977591036,Site_A,PFOA,18.774789915966387
2016-02-14 09:00:00,18.774474789915967,33.548949579831934,18.94390756302521,7.294327731092436,3.385819327731092,Site_A,PFOA,18.774474789915967
2016-02-14 10:00:00,18.774159663865547,33.54831932773109,18.946918767507004,7.294257703081232,3.385644257703081,Site_A,PFOA,18.774159663865547
2016-02-14 11:00:00,18.773844537815126,33.54768907563025,18.949929971988794,7.294187675070027,3.3854691876750698,Site_A,PFOA,18.773844537815126
2016-02-14 12:00:00,18.773529411764706,33.54705882352941,18.95294117647059,7.294117647058823,3.385294117647059,Site_A,PFOA,18.773529411764706
2016-02-14 13:00:00,18.773214285714285,33.54642857142857,18.95595238095238,7.2940476190476184,3.3851190476190474,Site_A,PFOA,18.773214285714285
